cell_id,correlated_pair_ratio
389,0.182451253
390,0.104456825
391,0.247910864
392,0.146239554
393,0.110027855
394,0.111420613
395,0.160167131
396,0.128133705
397,0.243732591
398,0.108635097
399,0.229805014
400,0.097493036
401,0.167130919
402,0.094707521
403,0.157381616
404,0.144846797
405,0.153203343
406,0.193593315
407,0.192200557
408,0.114206128
409,0.155988858
410,0.186629526
411,0.115598886
412,0.199164345
413,0.224233983
414,0.059888579
415,0.256267409
416,0.174094708
417,0.207520891
418,0.151810585
419,0.203342618
420,0.084958217
421,0.254874652
422,0.161559889
423,0.11281337
424,0.204735376
425,0.119777159
426,0.217270195
427,0.158774373
428,0.167130919
429,0.178272981
430,0.1545961
431,0.253481894
432,0.110027855
433,0.144846797
434,0.137883008
435,0.179665738
436,0.094707521
437,0.086350975
438,0.155988858
439,0.11281337
440,0.103064067
441,0.140668524
442,0.111420613
443,0.10724234
444,0.160167131
445,0.146239554
446,0.129526462
447,0.188022284
448,0.068245125
449,0.135097493
450,0.143454039
451,0.084958217
452,0.11281337
453,0.104456825
454,0.098885794
455,0.076601671
456,0.182451253
457,0.098885794
458,0.110027855
459,0.158774373
460,0.06545961
461,0.091922006
462,0.066852368
463,0.132311978
464,0.093314763
465,0.101671309
466,0.114206128
467,0.103064067
468,0.160167131
469,0.111420613
470,0.135097493
471,0.087743733
472,0.110027855
473,0.080779944
474,0.10724234
475,0.1545961
476,0.066852368
477,0.142061281
478,0.084958217
479,0.079387187
480,0.13091922
481,0.137883008
482,0.080779944
483,0.097493036
484,0.072423398
485,0.069637883
486,0.129526462
487,0.157381616
488,0.206128134
489,0.197771588
490,0.114206128
491,0.103064067
492,0.079387187
493,0.150417827
494,0.103064067
495,0.211699164
496,0.093314763
497,0.110027855
498,0.199164345
499,0.110027855
500,0.139275766
501,0.079387187
502,0.178272981
503,0.10724234
504,0.108635097
505,0.075208914
506,0.211699164
507,0.129526462
508,0.101671309
509,0.101671309
510,0.128133705
511,0.125348189
512,0.111420613
513,0.108635097
514,0.240947075
515,0.204735376
516,0.153203343
517,0.143454039
518,0.264623955
519,0.140668524
520,0.132311978
521,0.119777159
522,0.114206128
523,0.23816156
524,0.151810585
525,0.201949861
526,0.093314763
527,0.161559889
528,0.129526462
529,0.084958217
530,0.169916435
531,0.118384401
532,0.207520891
533,0.103064067
534,0.125348189
535,0.13091922
536,0.086350975
537,0.125348189
538,0.097493036
539,0.104456825
540,0.146239554
541,0.098885794
542,0.128133705
543,0.13091922
544,0.147632312
545,0.090529248
546,0.155988858
547,0.123955432
548,0.082172702
549,0.1545961
550,0.110027855
551,0.137883008
552,0.135097493
553,0.097493036
554,0.162952646
555,0.123955432
556,0.096100279
557,0.110027855
558,0.151810585
559,0.139275766
560,0.073816156
561,0.075208914
562,0.104456825
563,0.126740947
564,0.121169916
565,0.097493036
566,0.090529248
567,0.077994429
568,0.151810585
569,0.082172702
570,0.073816156
571,0.13091922
572,0.100278552
573,0.142061281
574,0.097493036
575,0.128133705
576,0.105849582
577,0.08356546
578,0.128133705
579,0.10724234
580,0.066852368
581,0.11281337
582,0.122562674
583,0.10724234
584,0.101671309
585,0.086350975
586,0.101671309
587,0.125348189
588,0.123955432
589,0.093314763
590,0.146239554
591,0.119777159
592,0.077994429
593,0.108635097
594,0.076601671
595,0.101671309
596,0.10724234
597,0.133704735
598,0.091922006
599,0.116991643
600,0.115598886
601,0.157381616
602,0.114206128
603,0.096100279
604,0.090529248
605,0.091922006
606,0.068245125
607,0.136490251
608,0.122562674
609,0.115598886
610,0.100278552
611,0.091922006
612,0.136490251
613,0.136490251
614,0.129526462
615,0.13091922
616,0.118384401
617,0.132311978
618,0.139275766
619,0.096100279
620,0.126740947
621,0.080779944
622,0.137883008
623,0.155988858
624,0.11281337
625,0.126740947
626,0.13091922
627,0.158774373
628,0.08356546
629,0.068245125
630,0.100278552
631,0.077994429
632,0.082172702
633,0.176880223
634,0.140668524
635,0.176880223
636,0.090529248
637,0.129526462
638,0.11281337
639,0.116991643
640,0.11281337
641,0.096100279
642,0.097493036
643,0.144846797
644,0.100278552
645,0.101671309
646,0.110027855
647,0.097493036
648,0.090529248
649,0.077994429
650,0.128133705
651,0.119777159
652,0.103064067
653,0.110027855
654,0.064066852
655,0.121169916
656,0.114206128
657,0.11281337
658,0.068245125
659,0.126740947
660,0.125348189
661,0.142061281
662,0.137883008
663,0.157381616
664,0.11281337
665,0.093314763
666,0.1545961
667,0.084958217
668,0.091922006
669,0.153203343
670,0.147632312
671,0.084958217
672,0.121169916
673,0.133704735
674,0.144846797
675,0.097493036
676,0.094707521
677,0.140668524
678,0.133704735
679,0.185236769
680,0.14902507
681,0.094707521
682,0.084958217
683,0.175487465
684,0.098885794
685,0.091922006
686,0.077994429
687,0.136490251
688,0.114206128
689,0.082172702
690,0.140668524
691,0.098885794
692,0.121169916
693,0.08356546
694,0.126740947
695,0.103064067
696,0.116991643
697,0.115598886
698,0.087743733
699,0.118384401
700,0.098885794
701,0.122562674
702,0.104456825
703,0.114206128
704,0.08913649
705,0.091922006
706,0.097493036
707,0.100278552
708,0.10724234
709,0.090529248
710,0.08356546
711,0.13091922
712,0.090529248
713,0.111420613
714,0.105849582
715,0.132311978
716,0.151810585
717,0.101671309
